label,ct_1,ct_2,ct_3,ct_4,dm4,re4,rx4,dm3,re3,rx3,dm2,re2,rx2,dm1,re1,rx1,raw_prob,order
1,0.541015887,0.22188151,0.6455071,0.65207136,0.5404184,0.66999894,0.7334234000000001,0.42963508,0.81727636,0.84065044,0.5267239,0.7838911,0.7995893000000001,0.9629207000000001,0.8464210999999999,0.89677995,0.48466724,82
0,0.261848307,0.38157964,0.3703384,0.20928676,0.35029802,0.4942003,0.5515248,0.35959402,0.76849747,0.7168182,0.6778503,0.8243166,0.7845675,0.9439155,0.7502335,0.80561036,0.33952248,40
1,0.479371101,0.111931235,0.47470109999999993,0.63797796,0.54902256,0.6896032,0.7573701,0.40821937,0.8220917,0.82344913,0.53632146,0.81035763,0.80476856,0.9592101999999999,0.85033387,0.89577687,0.41002578,22
1,0.5222448470000001,0.34614074,0.5868175999999999,0.9426745000000001,0.7101516,0.825206,0.86122215,0.48917067,0.87807435,0.85924196,0.66541874,0.9153959999999999,0.8823950999999999,0.95562464,0.9076914,0.8930101,0.47660005,23
1,0.5642056289999999,0.3306308,0.44467235,0.5006114,0.48396745,0.6303191999999999,0.66933006,0.32718012,0.7365275,0.7799710999999999,0.59923536,0.8180286999999999,0.83847225,0.9655534,0.8468492,0.8967860999999999,0.48709685,24
0,0.419277954,0.05818422,0.16898097,0.6028041000000001,0.54630995,0.64258236,0.7145387,0.22785263,0.5618063,0.535328,0.46249154,0.66991836,0.5732153,0.96167296,0.71439105,0.8257278,0.40821496,25
1,0.377396214,0.27416983,0.7154621999999999,0.9661103999999999,0.6820045,0.8268055000000001,0.84866816,0.45709744,0.87394506,0.8801131999999999,0.53542995,0.85447985,0.8410447,0.94362104,0.8416244,0.8710806999999999,0.3403512,26
1,0.5076352829999999,0.92911696,0.94248176,0.67490816,0.5715868000000001,0.6676105,0.73535466,0.53214294,0.8702463,0.88419414,0.77182025,0.9442403,0.93446267,0.96985346,0.8472114,0.8867028,0.44348213,27
1,0.6764359000000001,0.11823226,0.85409087,0.7965869000000001,0.6349871,0.7228504,0.7933281999999999,0.5525825,0.8840534999999999,0.8694552,0.48476472,0.78202444,0.8206083000000001,0.9661139000000001,0.86624,0.90213794,0.45928395,28
1,0.421940689,0.30371909999999996,0.689163,0.48511836,0.47972897,0.6395698000000001,0.7053206,0.50804776,0.8742893,0.86098796,0.6138713000000001,0.88647705,0.8649458000000001,0.963269,0.8622784,0.8883564,0.45854846,29
0,0.409693676,0.09829888,0.3527719,0.6715601,0.57151854,0.7073885999999999,0.73884267,0.3502048,0.7714403000000001,0.6816109,0.5412591999999999,0.7712982,0.69116396,0.9363074,0.8467680000000001,0.8347694,0.42216688,30
1,0.493177032,0.42464545,0.80537575,0.8482145000000001,0.6763908000000001,0.7741189,0.8239841,0.59105533,0.9053249,0.9095759,0.7048357,0.8836889000000001,0.8917735999999999,0.9576828000000002,0.8871914000000001,0.8931626,0.4274436,31
1,0.417795555,0.14694574,0.53529876,0.8187800000000001,0.7367678000000001,0.83413476,0.86163145,0.57369584,0.8888671999999999,0.9406813,0.6427611999999999,0.9142923000000001,0.9274626,0.97135496,0.91371846,0.945557,0.6731958,32
1,0.5169209539999999,0.18471572,0.7088054,0.99135536,0.80096024,0.8813814,0.88727385,0.63822794,0.9188556999999999,0.952643,0.6518674,0.9198719999999999,0.92384225,0.98040533,0.92897624,0.9498800999999999,0.65116113,33
1,0.776100117,0.20895821,0.9466679,0.93540657,0.7300312,0.83290654,0.8730709999999999,0.7009314,0.9323946,0.95585346,0.6558848,0.9206446,0.9165106,0.9845974000000001,0.94599205,0.96444595,0.46619835,34
1,0.64552055,0.33808684,0.96126306,0.82165396,0.6728853,0.77176964,0.81624615,0.67532164,0.9126728999999999,0.9497886999999999,0.6719864000000001,0.8832131,0.89023405,0.9784531999999999,0.8959126000000001,0.9359504000000001,0.4253487,35
1,0.519348523,0.29400740000000003,0.4276272,0.8764953999999999,0.74473506,0.8494626000000001,0.87317926,0.49026057,0.8690360999999999,0.92022556,0.693106,0.9427112,0.93717325,0.974039,0.9314026,0.9466034999999999,0.6154056999999999,36
1,0.444068485,0.34995684,0.9467492000000001,0.81777817,0.7227167,0.8435811,0.8581850000000001,0.7367326999999999,0.9535828000000002,0.9690131999999999,0.7146665,0.95558906,0.9449614,0.97538435,0.93161047,0.94013053,0.5631202,37
1,0.766939574,0.45610908,0.9321529000000001,0.71599156,0.67928284,0.79033214,0.8333313,0.7070778,0.94982225,0.9686233,0.75300366,0.96115816,0.95276827,0.98122543,0.95558774,0.9682396000000001,0.5995669,38
0,0.358613332,0.09912251,0.5538001,0.6372008000000001,0.5908518,0.68204767,0.7501441999999999,0.47721028,0.8349088,0.86479354,0.54884154,0.80315703,0.84054923,0.9415343,0.8145153,0.8813972,0.37803277,21
1,0.601261914,0.47456583,0.79786026,0.9698038,0.72926825,0.824892,0.87778705,0.621638,0.89973617,0.93249565,0.7570053000000001,0.9203914000000001,0.9433633,0.972784,0.89747125,0.94574374,0.50141907,39
1,0.36559574899999997,0.11149051,0.7443398,0.77877635,0.7147419,0.8141282,0.85368246,0.6602968000000001,0.9313269000000001,0.9557539,0.6148551999999999,0.92965585,0.92375845,0.97566175,0.91143215,0.937974,0.6260216,20
1,0.378171095,0.19584501,0.48700616,0.56060666,0.62538797,0.75514126,0.79498625,0.51217824,0.8844523000000001,0.93892276,0.6729748000000001,0.9317973,0.9306924999999999,0.96915174,0.9256929,0.9367075999999999,0.61554575,18
1,0.547970185,0.058644037999999996,0.6138066999999999,0.8861841,0.7277245,0.83358335,0.8566923000000001,0.55666524,0.90045536,0.9201171999999999,0.5764136,0.8947509,0.8828253,0.9741663,0.93270075,0.9400053,0.45391859999999995,1
1,0.5920921920000001,0.17488436,0.86889505,0.9140073000000001,0.6968234000000001,0.82516885,0.8504198000000001,0.64541787,0.9176973,0.9348354,0.6277606,0.8789070999999999,0.88485277,0.97599864,0.9159117,0.93626726,0.47432879999999994,2
1,0.380690649,0.08905089,0.4483768,0.9824441999999999,0.78200126,0.86729354,0.88369817,0.49028915,0.8662886999999999,0.91969246,0.61247903,0.91240454,0.90262103,0.9717904,0.9084434000000001,0.9252756,0.56233704,3
1,0.5571640489999999,0.38319644,0.68306714,0.63902813,0.6049149,0.725352,0.76891476,0.5736508000000001,0.88800824,0.9226051,0.71095115,0.90647614,0.9209119,0.9718962999999999,0.9113519,0.9348379000000001,0.4211904,4
0,0.385227641,0.023544343,0.081117146,0.12423632,0.39209828,0.5153282,0.5863145000000001,0.31267908,0.67387295,0.771205,0.57180566,0.7566616999999999,0.81195575,0.964275,0.85826576,0.8873989999999999,0.49202695,5
1,0.559168029,0.24042526,0.44495234,0.8164637,0.72337687,0.82249796,0.85289013,0.51330936,0.8707154,0.91742706,0.67159605,0.9288420000000001,0.92815804,0.9733156999999999,0.93082696,0.9536595999999999,0.6254050999999999,6
1,0.419922167,0.113204,0.9415404,0.9351591999999999,0.71757555,0.8266273000000001,0.86762905,0.6295877,0.91388696,0.94121945,0.5152241,0.8691831,0.871017,0.9598099,0.87651205,0.91905636,0.50624293,7
1,0.539713758,0.3545926,0.8014318,0.95468307,0.73905337,0.8480595,0.8791021000000001,0.6586420000000001,0.89881384,0.9149168,0.7119800999999999,0.9227192,0.93138796,0.9727366,0.8983120000000001,0.9309349,0.6725310999999999,8
1,0.584874529,0.6782359,0.8977693000000001,0.7406467,0.69012797,0.790489,0.8264277,0.6941321,0.9472767,0.9570844999999999,0.8273152,0.9706334999999999,0.96810216,0.9782218,0.9415574000000001,0.9538018,0.5728601,9
1,0.540946877,0.35503238,0.8144374,0.96772814,0.7628564,0.857311,0.87997055,0.64668673,0.9181176,0.94281775,0.71826106,0.91972053,0.9343014999999999,0.98126054,0.9264348,0.9370388000000001,0.62981516,10
1,0.5868666229999999,0.30096903,0.888658,0.9718256,0.74620235,0.8653216,0.8940485,0.7082096999999999,0.92802125,0.9547033000000001,0.68559194,0.9229702,0.9358290000000001,0.9570346,0.9100884,0.9513925,0.57453203,11
1,0.6646597329999999,0.08800527,0.47026320000000005,0.9308843000000001,0.7765085,0.8534889999999999,0.8848021,0.520045,0.8639777,0.92241204,0.6123666999999999,0.9159999999999999,0.9070210999999999,0.9854086,0.94852775,0.95943546,0.54999995,12
1,0.613857394,0.32524216,0.5945191,0.957909,0.7372786,0.8432221999999999,0.86828554,0.46862066,0.8327341,0.90891075,0.61380553,0.9010923000000001,0.9244049999999999,0.9808686,0.9170388,0.9399289000000001,0.4641651,13
1,0.490490755,0.77872753,0.81436837,0.80119586,0.7169352,0.8230405000000001,0.84709305,0.69434273,0.9308788,0.959724,0.85248697,0.9637680000000001,0.97143024,0.9741950999999999,0.9219209,0.9479794,0.60762554,14
1,0.556948009,0.71135676,0.97696155,0.57199776,0.61805,0.7639806,0.7921986999999999,0.7498444000000001,0.9458896999999999,0.9680451999999999,0.8332184000000001,0.9606734,0.96909475,0.97091204,0.9256025999999999,0.9484197,0.6034626999999999,15
0,0.357345641,0.16768214,0.2567342,0.81759715,0.66771686,0.7675824,0.81041473,0.25712395,0.6345784000000001,0.680999,0.49016980000000004,0.72620517,0.78836894,0.93829095,0.77914464,0.8589094999999999,0.26685295,16
0,0.36661954799999996,0.03654702,0.33754787,0.34605283,0.52955693,0.6281123000000001,0.68442994,0.46836734,0.8348819,0.87933415,0.57758516,0.8582745,0.87479997,0.9753009,0.883351,0.90809596,0.5544193000000001,17
1,0.645514709,0.19825208,0.80530775,0.92210555,0.7695019000000001,0.85427463,0.8769745000000001,0.6909456,0.93185884,0.95848423,0.6491207,0.93310773,0.92852944,0.98024803,0.9465485999999999,0.9576566999999999,0.6417698000000001,19
0,0.40883568200000003,0.22973575,0.19420752,0.19167446,0.38245029999999997,0.5094479999999999,0.59320056,0.33220914,0.740754,0.8293475,0.63180244,0.8824086,0.89732885,0.93957454,0.8762478000000001,0.92577106,0.45050424,41
1,0.47900998899999997,0.3031321,0.8083501000000001,0.66970205,0.6384569,0.76813674,0.7860159999999999,0.6559216,0.9241831,0.9420400999999999,0.69744796,0.9246266,0.92225474,0.9688093000000001,0.91672444,0.9283123999999999,0.5275036,61
1,0.426423365,0.0778685,0.49020909999999995,0.8659406,0.7215255,0.8300581,0.86089957,0.5109617000000001,0.8864506999999999,0.9080290999999999,0.59395564,0.9165053,0.8923519,0.9760105,0.924118,0.9347780000000001,0.5374431,42
0,0.402664095,0.020335733999999998,0.4477874,0.59835666,0.59820724,0.7486116,0.7665973,0.47361848,0.85536367,0.88495183,0.5572396,0.82724005,0.8295144,0.964461,0.8920969000000001,0.9049055,0.48394242,64
1,0.37166833899999996,0.0861557,0.57858694,0.6194189,0.5446616999999999,0.68295294,0.74329096,0.41286182,0.786187,0.8549545000000001,0.46396990000000005,0.7847086999999999,0.8455466999999999,0.96428365,0.8419804,0.91616726,0.43487915,65
0,0.450543717,0.16983448,0.3596788,0.21740282,0.41802429999999996,0.5351897,0.615143,0.4604487,0.80393296,0.8400200000000001,0.61308765,0.7879724,0.87109065,0.9651815,0.8677976000000001,0.8978798000000001,0.5132682,66
1,0.48261184100000004,0.06337371,0.43859833,0.81186634,0.7371846,0.8359241,0.85500693,0.51607627,0.8754757,0.92038006,0.5875328000000001,0.89839137,0.90963626,0.97289586,0.9270639999999999,0.9397416,0.63959247,67
1,0.13295507199999998,0.09537129,0.21778539,0.79660976,0.7269260000000001,0.831132,0.8559459,0.38848340000000003,0.8155968000000001,0.8780555,0.6272843000000001,0.9237859,0.9045921,0.95945585,0.87414736,0.8950492,0.536539,68
1,0.787641549,0.71063834,0.23241022,0.6704698,0.6762902,0.7859294,0.8275624,0.41119340000000004,0.8382864,0.8855314000000001,0.84348243,0.9775572,0.9741795,0.98955965,0.96630245,0.97051316,0.612859,69
1,0.41315459299999996,0.08683542,0.44497594,0.6273411,0.6348123,0.7783866,0.7987441999999999,0.49152032,0.8771639999999999,0.91608953,0.6088616,0.9114306999999999,0.9184476,0.97189677,0.9114971,0.94144505,0.5453445,70
1,0.33700551700000003,0.20235774,0.092178784,0.6856296,0.6520795,0.7510161,0.80313504,0.2697599,0.7020081,0.79805696,0.60574114,0.8707034,0.8898754000000001,0.9601548000000001,0.86930907,0.8968325,0.5628304000000001,71
1,0.659631366,0.13855920000000002,0.62588793,0.76496476,0.68439907,0.82802916,0.83094275,0.57475424,0.89269316,0.9353778,0.6316751,0.9132305000000001,0.89106417,0.98358893,0.94404453,0.95510894,0.5755929,72
1,0.300988257,0.09267743,0.40729240000000005,0.9271644,0.7566039999999999,0.8577200999999999,0.8843126,0.46825552,0.87272894,0.905696,0.6001243,0.917007,0.9064215,0.96716434,0.90915376,0.9277562,0.5315472,73
1,0.491193938,0.6365798,0.1275202,0.7500312,0.6898873000000001,0.8409865,0.8325808000000001,0.34592417,0.77762884,0.8547511999999999,0.8091901999999999,0.9616173000000001,0.9641597,0.9694527000000001,0.92306775,0.94428575,0.5935223000000001,83
1,0.3159401,0.16642037,0.68353176,0.92713666,0.79302794,0.86824626,0.8883448,0.6426195,0.91554093,0.9594698,0.6522965000000001,0.9296815999999999,0.93988055,0.97056746,0.91902846,0.9382249,0.5587449999999999,74
1,0.648604572,0.19602446,0.5486843000000001,0.9421470999999999,0.7539161999999999,0.85368615,0.88454527,0.53943443,0.8846676,0.9180546999999999,0.6502501,0.9266037,0.92507637,0.9832965,0.9435655999999999,0.9613139,0.5745811,75
1,0.386811833,0.10629139,0.4052768,0.57382447,0.59390455,0.7199471,0.7835066999999999,0.44071886,0.855088,0.9120959000000001,0.5880350999999999,0.90932643,0.9006360999999999,0.9518101000000001,0.9028168,0.9371826999999999,0.55870575,76
1,0.681290686,0.16129203,0.8940673000000001,0.92194784,0.7163809,0.8363883,0.8562558000000001,0.6740065,0.9259078000000002,0.94423604,0.6409009,0.9084368,0.89768636,0.982691,0.92930245,0.9548204,0.5143272,77
1,0.338800204,0.14079411,0.75240606,0.9542635,0.7716927,0.86328477,0.8854369000000001,0.6466746999999999,0.9273908000000002,0.95196,0.6285388000000001,0.9212961999999999,0.9140298000000001,0.9708136,0.9011224,0.9258042,0.52643037,78
1,0.32354147,0.07565057,0.31574047,0.4284986,0.5585579,0.70125484,0.7386897,0.43202564,0.8461601000000001,0.9004379000000001,0.604618,0.9102645,0.90007573,0.9690850000000001,0.9091546999999999,0.9220510000000001,0.5861065,79
1,0.6414703310000001,0.74433595,0.90005964,0.7470180000000001,0.6910516999999999,0.8144691999999999,0.8394848,0.71640205,0.9398223,0.96291673,0.85864943,0.97279966,0.9733236999999999,0.9838526,0.9404259,0.96386844,0.59782064,80
0,0.43432219899999996,0.2544114,0.5378383000000001,0.90455776,0.75359756,0.8569969999999999,0.86895263,0.5451391,0.8925016,0.9304551,0.6574675,0.9205085999999999,0.91401744,0.95593697,0.9112173000000001,0.93295366,0.5525933000000001,63
1,0.50503872,0.15478611,0.22478658,0.42924082,0.5274045,0.654609,0.7139343,0.36474273,0.80616796,0.8559787,0.63084817,0.90741843,0.91268474,0.97882736,0.92513806,0.93342745,0.5095854000000001,81
1,0.358191776,0.17837688,0.4935175,0.46291366,0.5489535,0.6829201,0.7482482,0.5229195,0.8652795,0.92189497,0.65755045,0.9120971999999999,0.9198519000000001,0.9670084999999999,0.89744043,0.9351443000000002,0.62917835,62
1,0.402745762,0.23646814,0.11530742,0.70236546,0.690376,0.80081123,0.84121615,0.3552962,0.7843939999999999,0.88592356,0.6509381999999999,0.9190613000000001,0.9392159999999999,0.9614933000000001,0.91257167,0.9456486999999999,0.58504164,60
1,0.616432607,0.16190591,0.5714316999999999,0.9820076999999999,0.8079126999999999,0.8774097,0.8986948,0.5863579000000001,0.89661586,0.94111323,0.6487861999999999,0.93004936,0.9196901,0.980455,0.95098376,0.9569850000000001,0.5930563,43
1,0.5497008170000001,0.3826348,0.94035214,0.97611135,0.80222905,0.8819555,0.9005681999999999,0.7507646,0.9493693999999999,0.9733785,0.73795116,0.9532947,0.95446503,0.97741836,0.93952364,0.95694405,0.6030281,44
1,0.553677607,0.1260101,0.50160277,0.8086151999999999,0.7305103000000001,0.8432347,0.8513911,0.53567815,0.8923468000000001,0.9322212,0.62218165,0.9288209000000001,0.9195822,0.9795436,0.94631493,0.9521596,0.6026756,45
1,0.332439028,0.12069682,0.45193720000000004,0.79331875,0.67806333,0.7920906,0.8403664000000001,0.46080200000000004,0.85001755,0.8996118000000001,0.5977941,0.89397174,0.902598,0.95365393,0.8787868000000001,0.91656417,0.52128035,46
1,0.530879429,0.26558375,0.7764125,0.8424699000000001,0.7207831,0.8238665000000001,0.86102176,0.66982406,0.9235351999999999,0.93993425,0.68843514,0.9279909,0.93703234,0.97608167,0.91805094,0.94255334,0.63510686,47
1,0.40093789700000004,0.06307412,0.5403866999999999,0.7329352,0.62658167,0.74282825,0.77798945,0.45811316,0.7969261,0.88426584,0.5641689999999999,0.81454873,0.8341243,0.9731466999999999,0.818477,0.895027,0.41427374,48
1,0.472210684,0.25783598,0.91704434,0.9184905000000001,0.7321327,0.8353855,0.8642384,0.6934199000000001,0.9374367,0.9515789000000001,0.66632235,0.9313950999999999,0.92404175,0.9603866,0.89934623,0.93378824,0.61697716,49
1,0.46961888399999996,0.20628159,0.6148751,0.9754091,0.7450564000000001,0.84515524,0.87652344,0.54422414,0.8815025,0.91905487,0.6394763000000001,0.8860754999999999,0.90491194,0.96902746,0.90002054,0.92376834,0.5022541,50
1,0.423294574,0.4735624,0.70728946,0.7460203000000001,0.69064003,0.7922151,0.8247779000000001,0.6403495,0.91407996,0.9438974,0.7643937,0.9453280999999999,0.9597113000000002,0.97052056,0.9090018,0.93828315,0.6417879,51
1,0.355223829,0.047808286,0.5020661,0.41297293,0.5238642,0.7095406999999999,0.7314313,0.5082158,0.8850193999999999,0.9460668,0.5826971,0.9083046,0.92900413,0.9359825999999999,0.90437335,0.94215995,0.55088913,52
1,0.602863044,0.7158948,0.9102197,0.85954297,0.7069228,0.81089264,0.85256034,0.63310736,0.9089706,0.9338534,0.79317045,0.94439375,0.94703525,0.9835708000000001,0.91120136,0.92657554,0.4905713,53
1,0.542710233,0.2406035,0.5123247999999999,0.5890641,0.6244045,0.76558745,0.7750843000000001,0.52738047,0.8954203000000002,0.92202353,0.6730126999999999,0.9375829999999999,0.92899156,0.9760863000000001,0.94109684,0.948463,0.54724497,54
1,0.492942661,0.38530347,0.5857551999999999,0.54964113,0.5682839,0.716266,0.7534959,0.5480389,0.8982708,0.92792034,0.7206028,0.94963753,0.93585205,0.97242975,0.92801696,0.93757594,0.54450005,55
0,0.574580699,0.07948823,0.38542342,0.44176978,0.52644485,0.6549484,0.6829702,0.4517454000000001,0.8004597,0.80963075,0.5751834,0.7980484,0.7863439,0.9763423000000001,0.89884126,0.92697495,0.5114843,56
0,0.34987297700000003,0.43125525,0.45702076,0.36442009999999997,0.44095132,0.5752979,0.64904076,0.34191868,0.68161935,0.80907464,0.5816009,0.8398421,0.8779678,0.94622916,0.788977,0.87809753,0.33009657,57
1,0.306690736,0.09109094,0.18079421,0.6463850999999999,0.5857285,0.7145429,0.77461827,0.3104858,0.7509922,0.83817255,0.56660515,0.8735654,0.8925556,0.92349607,0.8470424000000001,0.9107613000000001,0.45221215,58
1,0.45335042799999997,0.13969661,0.41228035,0.17507926,0.38354093,0.5370357,0.58681065,0.38853902,0.75924027,0.86065894,0.5247807,0.83127576,0.8760146999999999,0.9658261999999999,0.85748273,0.9280562,0.56527334,59
